,country,year,life_expectancy
40824,Zambia,1888,32.6
40825,Zimbabwe,1888,33.7
40827,South Sudan,1888,26.67
41030,Afghanistan,1889,27.3
41032,Albania,1889,35.4
41033,Algeria,1889,28.82
41036,Angola,1889,26.98
41038,Antigua and Barbuda,1889,33.54
41039,Argentina,1889,33.72
41040,Armenia,1889,34.8
41041,Aruba,1889,34.42
41042,Australia,1889,44.11
41043,Austria,1889,36.84
41044,Azerbaijan,1889,29.97
41045,Bahamas,1889,35.18
41046,Bahrain,1889,30.3
41047,Bangladesh,1889,22.84
41048,Barbados,1889,32.12
41049,Belarus,1889,36.2
41050,Belgium,1889,45.07
41051,Belize,1889,26.5
41052,Benin,1889,31.0
41054,Bhutan,1889,28.8
41055,Bolivia,1889,33.0
41056,Bosnia and Herzegovina,1889,35.1
41057,Botswana,1889,33.6
41058,Brazil,1889,31.98
41060,Brunei,1889,29.2
41061,Bulgaria,1889,39.72
41062,Burkina Faso,1889,29.2
41063,Burundi,1889,31.5
41064,Cambodia,1889,35.0
41065,Cameroon,1889,28.75
41066,Canada,1889,45.09
41067,Cape Verde,1889,33.8
41069,Central African Republic,1889,30.0
41070,Chad,1889,30.9
41072,Chile,1889,32.0
41073,China,1889,32.0
41076,Colombia,1889,32.0
41077,Comoros,1889,32.1
41078,"Congo, Dem. Rep.",1889,31.6
41079,"Congo, Rep.",1889,32.7
41081,Costa Rica,1889,30.2
41082,Cote d'Ivoire,1889,31.16
41083,Croatia,1889,36.1
41084,Cuba,1889,43.7
41085,Cyprus,1889,38.51
41086,Czech Republic,1889,34.99
41088,Denmark,1889,47.83
41089,Djibouti,1889,29.9
41091,Dominican Republic,1889,29.9
41093,Ecuador,1889,32.9
41094,Egypt,1889,33.0
41095,El Salvador,1889,28.7
41096,Equatorial Guinea,1889,29.8
41097,Eritrea,1889,30.2
41099,Estonia,1889,42.08
41100,Ethiopia,1889,5.0
41103,Fiji,1889,26.1
41104,Finland,1889,44.93
41105,France,1889,45.56
41106,French Guiana,1889,30.5
41107,French Polynesia,1889,25.6
41108,Gabon,1889,30.6
41109,Gambia,1889,28.8
41110,Georgia,1889,32.67
41111,Germany,1889,40.62
41112,Ghana,1889,28.0
41114,Greece,1889,38.02
41115,Greenland,1889,31.28
41116,Grenada,1889,37.3
41117,Guadeloupe,1889,27.66
41118,Guam,1889,27.5
41119,Guatemala,1889,25.81
41121,Guinea,1889,30.42
41122,Guinea-Bissau,1889,32.0
41123,Guyana,1889,31.12
41124,Haiti,1889,29.0
41126,Honduras,1889,33.9
41127,"Hong Kong, China",1889,34.9
41128,Hungary,1889,36.0
41129,Iceland,1889,52.47
41130,India,1889,24.3
41131,Indonesia,1889,30.0
41132,Iran,1889,25.6
41133,Iraq,1889,31.2
41134,Ireland,1889,46.23
41136,Israel,1889,32.0
41137,Italy,1889,39.05
41138,Jamaica,1889,37.6
41139,Japan,1889,37.61
41141,Jordan,1889,31.7
41142,Kazakhstan,1889,27.0
41143,Kenya,1889,25.5
41144,Kiribati,1889,24.9
41145,North Korea,1889,26.0
41146,South Korea,1889,25.8
41149,Kuwait,1889,26.0
41150,Kyrgyz Republic,1889,24.74
41151,Lao,1889,31.9
41152,Latvia,1889,42.63
41153,Lebanon,1889,29.7
41154,Lesotho,1889,32.8
41155,Liberia,1889,31.1
41156,Libya,1889,33.1
41158,Lithuania,1889,37.01
41159,Luxembourg,1889,41.93
41160,"Macao, China",1889,34.7
41161,"Macedonia, FYR",1889,36.1
41162,Madagascar,1889,30.5
41163,Malawi,1889,30.3
41164,Malaysia,1889,30.6
41165,Maldives,1889,32.65
41166,Mali,1889,26.41
41167,Malta,1889,36.74
41169,Martinique,1889,30.15
41170,Mauritania,1889,32.0
41171,Mauritius,1889,28.42
41172,Mayotte,1889,32.5
41173,Mexico,1889,26.9
41174,"Micronesia, Fed. Sts.",1889,26.7
41175,Moldova,1889,33.15
41177,Mongolia,1889,31.8
41178,Montenegro,1889,35.4
41180,Morocco,1889,33.1
41181,Mozambique,1889,30.28
41182,Myanmar,1889,30.8
41183,Namibia,1889,32.4
41185,Nepal,1889,32.8
41186,Netherlands,1889,44.35
41187,Netherlands Antilles,1889,34.41
41188,New Caledonia,1889,26.0
41189,New Zealand,1889,42.53
41191,Nicaragua,1889,25.4
41192,Niger,1889,30.8
41193,Nigeria,1889,30.4
41198,Norway,1889,49.06
41199,Oman,1889,32.3
41200,Pakistan,1889,25.93
41202,Panama,1889,32.9
41203,Papua New Guinea,1889,31.5
41204,Paraguay,1889,35.5
41205,Peru,1889,35.7
41206,Philippines,1889,30.9
41208,Poland,1889,37.11
41209,Portugal,1889,35.6
41210,Puerto Rico,1889,30.43
41211,Qatar,1889,30.8
41212,Reunion,1889,33.0
41213,Romania,1889,35.7
41214,Russia,1889,31.03
41215,Rwanda,1889,31.8
41219,St. Lucia,1889,28.01
41221,St. Vincent and the Grenadines,1889,25.99
41223,Samoa,1889,25.4
41225,Sao Tome and Principe,1889,31.0
41226,Saudi Arabia,1889,32.1
41227,Senegal,1889,25.2
41228,Serbia,1889,35.5
41231,Seychelles,1889,41.99
41232,Sierra Leone,1889,25.1
41233,Singapore,1889,34.0
41234,Slovak Republic,1889,36.4
41235,Slovenia,1889,36.6
41236,Solomon Islands,1889,25.1
41237,Somalia,1889,29.4
41239,South Africa,1889,33.5
41241,Spain,1889,31.32
41242,Sri Lanka,1889,32.6
41243,Sudan,1889,31.4
41244,Suriname,1889,32.9
41246,Swaziland,1889,32.3
41247,Sweden,1889,52.3
41248,Switzerland,1889,45.14
41249,Syria,1889,31.1
41250,Taiwan,1889,28.3
41251,Tajikistan,1889,25.04
41252,Tanzania,1889,32.2
41253,Thailand,1889,30.4
41254,Timor-Leste,1889,28.95
41255,Togo,1889,31.3
41257,Tonga,1889,28.2
41259,Trinidad and Tobago,1889,38.8
41260,Tunisia,1889,28.8
41261,Turkey,1889,35.0
41262,Turkmenistan,1889,23.26
41265,Uganda,1889,25.3
41266,Ukraine,1889,36.6
41267,United Arab Emirates,1889,30.7
41268,United Kingdom,1889,46.34
41269,United States,1889,44.63
41270,Uruguay,1889,32.9
41272,Uzbekistan,1889,27.73
41274,Vanuatu,1889,24.3
41275,Venezuela,1889,32.2
41276,West Bank and Gaza,1889,32.1
41278,Western Sahara,1889,34.75
41279,Vietnam,1889,32.0
41280,Virgin Islands (U.S.),1889,33.4
41283,Yemen,1889,23.39
41285,Zambia,1889,32.6
41286,Zimbabwe,1889,33.7
41288,South Sudan,1889,26.67
41491,Afghanistan,1890,27.29
41493,Albania,1890,35.4
41494,Algeria,1890,28.82
41497,Angola,1890,26.98
41499,Antigua and Barbuda,1890,33.54
41500,Argentina,1890,34.0
41501,Armenia,1890,35.0
41502,Aruba,1890,34.42
41503,Australia,1890,44.63
41504,Austria,1890,37.07
41505,Azerbaijan,1890,30.17
41506,Bahamas,1890,35.18
41507,Bahrain,1890,30.3
41508,Bangladesh,1890,22.72
41509,Barbados,1890,32.12
41510,Belarus,1890,36.2
41511,Belgium,1890,44.14
41512,Belize,1890,26.5
41513,Benin,1890,31.0
41515,Bhutan,1890,28.8
41516,Bolivia,1890,33.0
41517,Bosnia and Herzegovina,1890,35.1
41518,Botswana,1890,33.6
41519,Brazil,1890,31.98
41521,Brunei,1890,29.2
41522,Bulgaria,1890,39.76
41523,Burkina Faso,1890,29.2
41524,Burundi,1890,31.5
41525,Cambodia,1890,35.0
41526,Cameroon,1890,28.75
41527,Canada,1890,45.13
41528,Cape Verde,1890,33.8
41530,Central African Republic,1890,30.0
41531,Chad,1890,30.9
41533,Chile,1890,32.0
41534,China,1890,32.0
41537,Colombia,1890,32.0
41538,Comoros,1890,32.1
41539,"Congo, Dem. Rep.",1890,31.6
41540,"Congo, Rep.",1890,32.7
41542,Costa Rica,1890,30.61
41543,Cote d'Ivoire,1890,31.16
41544,Croatia,1890,36.1
41545,Cuba,1890,39.54
41546,Cyprus,1890,38.51
41547,Czech Republic,1890,34.99
41549,Denmark,1890,47.3
41550,Djibouti,1890,29.9
41552,Dominican Republic,1890,29.9
41554,Ecuador,1890,32.9
41555,Egypt,1890,33.0
41556,El Salvador,1890,28.7
41557,Equatorial Guinea,1890,29.8
41558,Eritrea,1890,30.2
41560,Estonia,1890,42.27
41561,Ethiopia,1890,4.0
41564,Fiji,1890,26.1
41565,Finland,1890,44.61
41566,France,1890,43.36
41567,French Guiana,1890,30.5
41568,French Polynesia,1890,25.6
41569,Gabon,1890,30.6
41570,Gambia,1890,28.8
41571,Georgia,1890,32.87
41572,Germany,1890,40.91
41573,Ghana,1890,28.0
41575,Greece,1890,38.18
41576,Greenland,1890,30.95
41577,Grenada,1890,37.3
41578,Guadeloupe,1890,27.66
41579,Guam,1890,27.5
41580,Guatemala,1890,25.81
41582,Guinea,1890,30.43
41583,Guinea-Bissau,1890,32.0
41584,Guyana,1890,31.12
41585,Haiti,1890,29.0
41587,Honduras,1890,33.9
41588,"Hong Kong, China",1890,34.9
41589,Hungary,1890,36.0
41590,Iceland,1890,36.58
41591,India,1890,24.38
41592,Indonesia,1890,30.0
41593,Iran,1890,25.6
41594,Iraq,1890,31.2
41595,Ireland,1890,46.49
41597,Israel,1890,32.0
41598,Italy,1890,38.5
41599,Jamaica,1890,34.3
41600,Japan,1890,37.68
41602,Jordan,1890,31.7
41603,Kazakhstan,1890,27.2
41604,Kenya,1890,25.5
41605,Kiribati,1890,8.0
41606,North Korea,1890,26.0
41607,South Korea,1890,25.8
41610,Kuwait,1890,26.0
41611,Kyrgyz Republic,1890,24.94
41612,Lao,1890,31.9
41613,Latvia,1890,42.96
41614,Lebanon,1890,29.7
41615,Lesotho,1890,32.8
41616,Liberia,1890,31.1
41617,Libya,1890,33.1
41619,Lithuania,1890,37.43
41620,Luxembourg,1890,42.44
41621,"Macao, China",1890,34.7
41622,"Macedonia, FYR",1890,36.1
41623,Madagascar,1890,30.5
41624,Malawi,1890,30.3
41625,Malaysia,1890,30.6
41626,Maldives,1890,32.65
41627,Mali,1890,26.41
41628,Malta,1890,37.21
41630,Martinique,1890,30.15
41631,Mauritania,1890,32.0
41632,Mauritius,1890,28.16
41633,Mayotte,1890,32.5
41634,Mexico,1890,26.9
41635,"Micronesia, Fed. Sts.",1890,26.7
41636,Moldova,1890,33.15
41638,Mongolia,1890,31.8
41639,Montenegro,1890,35.4
41641,Morocco,1890,33.1
41642,Mozambique,1890,30.28
41643,Myanmar,1890,30.8
41644,Namibia,1890,32.4
41646,Nepal,1890,32.8
41647,Netherlands,1890,44.4
41648,Netherlands Antilles,1890,34.41
41649,New Caledonia,1890,26.0
41650,New Zealand,1890,42.98
41652,Nicaragua,1890,25.4
41653,Niger,1890,30.8
41654,Nigeria,1890,30.4
41659,Norway,1890,48.6
41660,Oman,1890,32.3
41661,Pakistan,1890,25.54
41663,Panama,1890,32.9
41664,Papua New Guinea,1890,31.5
41665,Paraguay,1890,35.5
41666,Peru,1890,35.7
41667,Philippines,1890,30.9
41669,Poland,1890,37.41
41670,Portugal,1890,35.6
41671,Puerto Rico,1890,30.43
41672,Qatar,1890,30.8
41673,Reunion,1890,33.0
41674,Romania,1890,35.7
41675,Russia,1890,29.93
41676,Rwanda,1890,31.8
41680,St. Lucia,1890,28.01
41682,St. Vincent and the Grenadines,1890,25.99
41684,Samoa,1890,25.4
41686,Sao Tome and Principe,1890,31.0
41687,Saudi Arabia,1890,32.1
41688,Senegal,1890,25.2
41689,Serbia,1890,35.5
41692,Seychelles,1890,42.25
41693,Sierra Leone,1890,25.1
41694,Singapore,1890,34.0
41695,Slovak Republic,1890,36.4
41696,Slovenia,1890,36.6
41697,Solomon Islands,1890,25.1
41698,Somalia,1890,29.4
41700,South Africa,1890,33.5
41702,Spain,1890,31.58
41703,Sri Lanka,1890,32.6
41704,Sudan,1890,31.4
41705,Suriname,1890,32.9
41707,Swaziland,1890,32.3
41708,Sweden,1890,50.48
41709,Switzerland,1890,44.95
41710,Syria,1890,31.1
41711,Taiwan,1890,28.3
41712,Tajikistan,1890,25.24
41713,Tanzania,1890,32.2
41714,Thailand,1890,30.4
41715,Timor-Leste,1890,28.95
41716,Togo,1890,31.3
41718,Tonga,1890,28.2
41720,Trinidad and Tobago,1890,38.8
41721,Tunisia,1890,28.8
41722,Turkey,1890,35.0
41723,Turkmenistan,1890,23.46
41726,Uganda,1890,25.3
41727,Ukraine,1890,36.6
41728,United Arab Emirates,1890,30.7
41729,United Kingdom,1890,44.75
41730,United States,1890,45.21
41731,Uruguay,1890,32.9
41733,Uzbekistan,1890,27.93
41735,Vanuatu,1890,24.3
41736,Venezuela,1890,32.2
41737,West Bank and Gaza,1890,32.1
41739,Western Sahara,1890,34.75
41740,Vietnam,1890,32.0
41741,Virgin Islands (U.S.),1890,33.4
41744,Yemen,1890,23.39
41746,Zambia,1890,32.6
41747,Zimbabwe,1890,33.7
41749,South Sudan,1890,26.67
41952,Afghanistan,1891,27.28
41954,Albania,1891,35.4
41955,Algeria,1891,28.82
41958,Angola,1891,26.98
41960,Antigua and Barbuda,1891,33.54
41961,Argentina,1891,33.86
41962,Armenia,1891,35.2
41963,Aruba,1891,34.42
41964,Australia,1891,45.16
41965,Austria,1891,37.3
41966,Azerbaijan,1891,30.37
41967,Bahamas,1891,35.18
41968,Bahrain,1891,30.3
41969,Bangladesh,1891,21.6
41970,Barbados,1891,32.12
41971,Belarus,1891,36.2
41972,Belgium,1891,44.06
41973,Belize,1891,26.5
41974,Benin,1891,31.0
41976,Bhutan,1891,28.8
41977,Bolivia,1891,33.0
41978,Bosnia and Herzegovina,1891,35.1
41979,Botswana,1891,33.6
41980,Brazil,1891,31.98
41982,Brunei,1891,29.2
41983,Bulgaria,1891,39.8
41984,Burkina Faso,1891,29.2
41985,Burundi,1891,31.5
41986,Cambodia,1891,35.0
41987,Cameroon,1891,28.75
41988,Canada,1891,45.17
41989,Cape Verde,1891,33.8
41991,Central African Republic,1891,30.0
41992,Chad,1891,30.9
41994,Chile,1891,32.0
41995,China,1891,32.0
41998,Colombia,1891,32.0
41999,Comoros,1891,32.1
42000,"Congo, Dem. Rep.",1891,31.6
42001,"Congo, Rep.",1891,32.7
42003,Costa Rica,1891,31.02
42004,Cote d'Ivoire,1891,31.16
42005,Croatia,1891,36.1
42006,Cuba,1891,35.38
42007,Cyprus,1891,38.51
42008,Czech Republic,1891,34.99
42010,Denmark,1891,46.83
42011,Djibouti,1891,29.9
42013,Dominican Republic,1891,29.9
42015,Ecuador,1891,32.9
42016,Egypt,1891,33.0
42017,El Salvador,1891,28.7
42018,Equatorial Guinea,1891,29.8
42019,Eritrea,1891,30.2
42021,Estonia,1891,42.42
42022,Ethiopia,1891,8.0
42025,Fiji,1891,26.1
42026,Finland,1891,42.57
42027,France,1891,44.11
42028,French Guiana,1891,30.5
42029,French Polynesia,1891,25.6
42030,Gabon,1891,30.6
42031,Gambia,1891,28.8
42032,Georgia,1891,33.07
42033,Germany,1891,41.2
42034,Ghana,1891,28.0
42036,Greece,1891,38.34
42037,Greenland,1891,31.51
42038,Grenada,1891,37.3
42039,Guadeloupe,1891,27.66
42040,Guam,1891,27.5
42041,Guatemala,1891,25.81
42043,Guinea,1891,30.44
42044,Guinea-Bissau,1891,32.0
42045,Guyana,1891,31.12
42046,Haiti,1891,29.0
42048,Honduras,1891,33.9
42049,"Hong Kong, China",1891,34.9
42050,Hungary,1891,36.13
42051,Iceland,1891,47.49
42052,India,1891,23.03
42053,Indonesia,1891,30.0
42054,Iran,1891,25.6
42055,Iraq,1891,31.2
42056,Ireland,1891,46.76
42058,Israel,1891,32.0
42059,Italy,1891,38.46
42060,Jamaica,1891,37.3
42061,Japan,1891,37.76
42063,Jordan,1891,31.7
42064,Kazakhstan,1891,27.4
42065,Kenya,1891,25.5
42066,Kiribati,1891,24.9
42067,North Korea,1891,26.0
42068,South Korea,1891,25.8
42071,Kuwait,1891,26.0
42072,Kyrgyz Republic,1891,25.14
42073,Lao,1891,31.9
42074,Latvia,1891,43.29
42075,Lebanon,1891,29.7
42076,Lesotho,1891,32.8
42077,Liberia,1891,31.1
42078,Libya,1891,33.1
42080,Lithuania,1891,37.86
42081,Luxembourg,1891,42.94
42082,"Macao, China",1891,34.7
42083,"Macedonia, FYR",1891,36.1
42084,Madagascar,1891,30.5
42085,Malawi,1891,30.3
42086,Malaysia,1891,30.6
42087,Maldives,1891,32.65
42088,Mali,1891,26.41
42089,Malta,1891,37.68
42091,Martinique,1891,30.15
42092,Mauritania,1891,32.0
42093,Mauritius,1891,35.38
42094,Mayotte,1891,32.5
42095,Mexico,1891,25.7
42096,"Micronesia, Fed. Sts.",1891,26.7
42097,Moldova,1891,33.15
42099,Mongolia,1891,31.8
42100,Montenegro,1891,35.4
42102,Morocco,1891,33.1
42103,Mozambique,1891,30.28
42104,Myanmar,1891,30.8
42105,Namibia,1891,32.4
42107,Nepal,1891,32.8
42108,Netherlands,1891,44.25
42109,Netherlands Antilles,1891,34.41
42110,New Caledonia,1891,26.0
42111,New Zealand,1891,43.42
42113,Nicaragua,1891,25.4
42114,Niger,1891,30.8
42115,Nigeria,1891,30.4
42120,Norway,1891,49.79
42121,Oman,1891,32.3
42122,Pakistan,1891,25.15
42124,Panama,1891,32.9
42125,Papua New Guinea,1891,31.5
42126,Paraguay,1891,35.5
42127,Peru,1891,35.7
42128,Philippines,1891,30.9
42130,Poland,1891,37.71
42131,Portugal,1891,35.6
42132,Puerto Rico,1891,30.43
42133,Qatar,1891,30.8
42134,Reunion,1891,33.0
42135,Romania,1891,35.7
42136,Russia,1891,26.39
42137,Rwanda,1891,31.8
42141,St. Lucia,1891,28.01
42143,St. Vincent and the Grenadines,1891,25.99
42145,Samoa,1891,25.4
42147,Sao Tome and Principe,1891,31.0
42148,Saudi Arabia,1891,32.1
42149,Senegal,1891,25.2
42150,Serbia,1891,35.5
42153,Seychelles,1891,42.51
42154,Sierra Leone,1891,25.1
42155,Singapore,1891,34.0
42156,Slovak Republic,1891,36.4
42157,Slovenia,1891,36.6
42158,Solomon Islands,1891,25.1
42159,Somalia,1891,29.4
42161,South Africa,1891,33.5
42163,Spain,1891,31.84
42164,Sri Lanka,1891,32.6
42165,Sudan,1891,31.4
42166,Suriname,1891,32.9
42168,Swaziland,1891,32.3
42169,Sweden,1891,51.09
42170,Switzerland,1891,44.71
42171,Syria,1891,31.1
42172,Taiwan,1891,28.3
42173,Tajikistan,1891,25.44
42174,Tanzania,1891,32.2
42175,Thailand,1891,30.4
42176,Timor-Leste,1891,28.95
42177,Togo,1891,31.3
42179,Tonga,1891,28.2
42181,Trinidad and Tobago,1891,38.8
42182,Tunisia,1891,28.8
42183,Turkey,1891,35.0
42184,Turkmenistan,1891,23.66
42187,Uganda,1891,25.3
42188,Ukraine,1891,36.6
42189,United Arab Emirates,1891,30.7
42190,United Kingdom,1891,44.29
42191,United States,1891,45.58
42192,Uruguay,1891,32.9
42194,Uzbekistan,1891,28.13
42196,Vanuatu,1891,24.3
42197,Venezuela,1891,32.2
42198,West Bank and Gaza,1891,32.1
42200,Western Sahara,1891,34.75
42201,Vietnam,1891,32.0
42202,Virgin Islands (U.S.),1891,33.4
42205,Yemen,1891,23.39
42207,Zambia,1891,32.6
42208,Zimbabwe,1891,33.7
42210,South Sudan,1891,26.67
42413,Afghanistan,1892,27.27
42415,Albania,1892,35.4
42416,Algeria,1892,28.82
42419,Angola,1892,26.98
42421,Antigua and Barbuda,1892,33.54
42422,Argentina,1892,33.72
42423,Armenia,1892,35.4
42424,Aruba,1892,34.42
42425,Australia,1892,45.69
42426,Austria,1892,37.77
42427,Azerbaijan,1892,30.57
42428,Bahamas,1892,35.18
42429,Bahrain,1892,30.3
42430,Bangladesh,1892,21.0
42431,Barbados,1892,32.12
42432,Belarus,1892,36.2
42433,Belgium,1892,43.16
42434,Belize,1892,26.5
42435,Benin,1892,31.0
42437,Bhutan,1892,28.8
42438,Bolivia,1892,33.0
42439,Bosnia and Herzegovina,1892,35.1
42440,Botswana,1892,33.6
42441,Brazil,1892,31.98
42443,Brunei,1892,29.2
42444,Bulgaria,1892,39.85
42445,Burkina Faso,1892,29.2
42446,Burundi,1892,31.5
42447,Cambodia,1892,35.0
42448,Cameroon,1892,28.75
42449,Canada,1892,45.52
42450,Cape Verde,1892,33.8
42452,Central African Republic,1892,30.0
42453,Chad,1892,30.9
42455,Chile,1892,32.0
42456,China,1892,32.0
42459,Colombia,1892,32.0
42460,Comoros,1892,32.1
42461,"Congo, Dem. Rep.",1892,31.6
42462,"Congo, Rep.",1892,32.7
42464,Costa Rica,1892,31.43
42465,Cote d'Ivoire,1892,31.16
42466,Croatia,1892,36.1
42467,Cuba,1892,31.22
42468,Cyprus,1892,38.51
42469,Czech Republic,1892,35.0
42471,Denmark,1892,47.49
42472,Djibouti,1892,29.9
42474,Dominican Republic,1892,29.9
42476,Ecuador,1892,32.9
42477,Egypt,1892,33.0
42478,El Salvador,1892,28.7
42479,Equatorial Guinea,1892,29.8
42480,Eritrea,1892,30.2
42482,Estonia,1892,42.57
42483,Ethiopia,1892,14.0
42486,Fiji,1892,26.1
42487,Finland,1892,39.73
42488,France,1892,43.57
42489,French Guiana,1892,30.5
42490,French Polynesia,1892,25.6
42491,Gabon,1892,30.6
42492,Gambia,1892,28.8
42493,Georgia,1892,33.27
42494,Germany,1892,41.5
42495,Ghana,1892,28.0
42497,Greece,1892,38.5
42498,Greenland,1892,32.06
42499,Grenada,1892,37.3
42500,Guadeloupe,1892,27.66
42501,Guam,1892,27.5
42502,Guatemala,1892,25.81
42504,Guinea,1892,30.45
42505,Guinea-Bissau,1892,32.0
42506,Guyana,1892,31.12
42507,Haiti,1892,29.0
42509,Honduras,1892,33.9
42510,"Hong Kong, China",1892,34.9
42511,Hungary,1892,36.27
42512,Iceland,1892,52.73
42513,India,1892,22.65
42514,Indonesia,1892,30.0
42515,Iran,1892,25.6
42516,Iraq,1892,31.2
42517,Ireland,1892,47.02
42519,Israel,1892,32.0
42520,Italy,1892,38.84
42521,Jamaica,1892,39.2
42522,Japan,1892,37.84
42524,Jordan,1892,31.7
42525,Kazakhstan,1892,27.6
42526,Kenya,1892,25.5
42527,Kiribati,1892,24.9
42528,North Korea,1892,26.0
42529,South Korea,1892,25.8
42532,Kuwait,1892,26.0
42533,Kyrgyz Republic,1892,25.34
42534,Lao,1892,31.9
42535,Latvia,1892,43.63
42536,Lebanon,1892,29.7
42537,Lesotho,1892,32.8
42538,Liberia,1892,31.1
42539,Libya,1892,33.1
42541,Lithuania,1892,38.29
42542,Luxembourg,1892,43.44
42543,"Macao, China",1892,34.7
42544,"Macedonia, FYR",1892,36.1
42545,Madagascar,1892,30.5
42546,Malawi,1892,30.3
42547,Malaysia,1892,30.6
42548,Maldives,1892,32.65
42549,Mali,1892,26.41
42550,Malta,1892,38.15
42552,Martinique,1892,30.15
42553,Mauritania,1892,32.0
42554,Mauritius,1892,28.0
42555,Mayotte,1892,32.5
42556,Mexico,1892,24.49
42557,"Micronesia, Fed. Sts.",1892,26.7
42558,Moldova,1892,33.15
42560,Mongolia,1892,31.8
42561,Montenegro,1892,35.4
42563,Morocco,1892,33.1
42564,Mozambique,1892,30.28
42565,Myanmar,1892,30.8
42566,Namibia,1892,32.4
42568,Nepal,1892,32.8
42569,Netherlands,1892,43.95
42570,Netherlands Antilles,1892,34.41
42571,New Caledonia,1892,26.0
42572,New Zealand,1892,43.87
42574,Nicaragua,1892,25.4
42575,Niger,1892,30.8
42576,Nigeria,1892,30.4
42581,Norway,1892,49.68
42582,Oman,1892,32.3
42583,Pakistan,1892,23.56
42585,Panama,1892,32.9
42586,Papua New Guinea,1892,31.5
42587,Paraguay,1892,35.5
42588,Peru,1892,35.7
42589,Philippines,1892,30.9
42591,Poland,1892,38.02
42592,Portugal,1892,35.6
42593,Puerto Rico,1892,30.43
42594,Qatar,1892,30.8
42595,Reunion,1892,33.0
42596,Romania,1892,35.7
42597,Russia,1892,21.26
42598,Rwanda,1892,31.8
42602,St. Lucia,1892,28.01
42604,St. Vincent and the Grenadines,1892,25.99
42606,Samoa,1892,25.4
42608,Sao Tome and Principe,1892,31.0
42609,Saudi Arabia,1892,32.1
42610,Senegal,1892,25.2
42611,Serbia,1892,35.5
42614,Seychelles,1892,42.77
42615,Sierra Leone,1892,25.1
42616,Singapore,1892,34.0
42617,Slovak Republic,1892,36.4
42618,Slovenia,1892,36.6
42619,Solomon Islands,1892,25.1
42620,Somalia,1892,29.4
42622,South Africa,1892,33.5
42624,Spain,1892,32.1
42625,Sri Lanka,1892,32.6
42626,Sudan,1892,31.4
42627,Suriname,1892,32.9
42629,Swaziland,1892,32.3
42630,Sweden,1892,50.61
42631,Switzerland,1892,47.23
42632,Syria,1892,31.1
42633,Taiwan,1892,28.3
42634,Tajikistan,1892,25.64
42635,Tanzania,1892,32.2
42636,Thailand,1892,30.4
42637,Timor-Leste,1892,28.95
42638,Togo,1892,31.3
42640,Tonga,1892,28.2
42642,Trinidad and Tobago,1892,38.8
42643,Tunisia,1892,28.8
42644,Turkey,1892,35.0
42645,Turkmenistan,1892,23.86
42648,Uganda,1892,25.3
42649,Ukraine,1892,36.6
42650,United Arab Emirates,1892,30.7
42651,United Kingdom,1892,45.51
42652,United States,1892,45.95
42653,Uruguay,1892,32.9
42655,Uzbekistan,1892,28.33
42657,Vanuatu,1892,24.3
42658,Venezuela,1892,32.2
42659,West Bank and Gaza,1892,32.1
42661,Western Sahara,1892,34.75
42662,Vietnam,1892,32.0
42663,Virgin Islands (U.S.),1892,33.4
42666,Yemen,1892,23.39
42668,Zambia,1892,32.6
42669,Zimbabwe,1892,33.7
42671,South Sudan,1892,26.67
42874,Afghanistan,1893,27.26
42876,Albania,1893,35.4
42877,Algeria,1893,28.82
42880,Angola,1893,26.98
42882,Antigua and Barbuda,1893,33.54
42883,Argentina,1893,33.58
42884,Armenia,1893,35.6
42885,Aruba,1893,34.42
42886,Australia,1893,46.22
42887,Austria,1893,38.24
42888,Azerbaijan,1893,30.77
42889,Bahamas,1893,35.18
42890,Bahrain,1893,30.3
42891,Bangladesh,1893,22.36
42892,Barbados,1893,32.12
42893,Belarus,1893,36.2
42894,Belgium,1893,44.44
42895,Belize,1893,26.5
42896,Benin,1893,31.0
42898,Bhutan,1893,28.8
42899,Bolivia,1893,33.0
42900,Bosnia and Herzegovina,1893,35.1
42901,Botswana,1893,33.6
42902,Brazil,1893,31.98
42904,Brunei,1893,29.2
42905,Bulgaria,1893,39.89
42906,Burkina Faso,1893,29.2
42907,Burundi,1893,31.5
42908,Cambodia,1893,35.0
42909,Cameroon,1893,28.75
42910,Canada,1893,45.87
42911,Cape Verde,1893,33.8
42913,Central African Republic,1893,30.0
42914,Chad,1893,30.9
42916,Chile,1893,32.0
42917,China,1893,32.0
42920,Colombia,1893,32.0
42921,Comoros,1893,32.1
42922,"Congo, Dem. Rep.",1893,31.6
42923,"Congo, Rep.",1893,32.7
42925,Costa Rica,1893,31.84
42926,Cote d'Ivoire,1893,31.16
42927,Croatia,1893,36.1
42928,Cuba,1893,27.06
42929,Cyprus,1893,38.51
42930,Czech Republic,1893,35.0
42932,Denmark,1893,47.14
42933,Djibouti,1893,29.9
42935,Dominican Republic,1893,29.9
42937,Ecuador,1893,32.9
42938,Egypt,1893,33.0
42939,El Salvador,1893,28.7
42940,Equatorial Guinea,1893,29.8
42941,Eritrea,1893,30.2
42943,Estonia,1893,42.73
42944,Ethiopia,1893,29.7
42947,Fiji,1893,26.1
42948,Finland,1893,43.34
42949,France,1893,43.6
42950,French Guiana,1893,30.5
42951,French Polynesia,1893,25.6
42952,Gabon,1893,30.6
42953,Gambia,1893,28.8
42954,Georgia,1893,33.47
42955,Germany,1893,41.79
42956,Ghana,1893,28.0
